emp_no,first_name,last_name,from_date,title
219977,Honglan,Escriba,1991-11-24,Senior Staff
219978,Janche,Attimonelli,1988-02-26,Engineer
219985,Luisa,Ranka,1985-02-17,Engineer
219994,Akemi,Broomell,1997-02-19,Senior Staff
220004,Erzsebet,Karnin,1989-12-13,Staff
220007,Maren,Molenkamp,1985-12-06,Senior Engineer
220009,Billie,Kakkad,1986-06-08,Staff
220019,Rafael,Lamba,1990-07-04,Staff
220051,JoAnne,Matheson,1985-04-16,Staff
220060,Neelam,Slaats,1986-07-23,Technique Leader
220064,Mark,Ramras,1989-03-11,Staff
220082,Paraskevi,Kaminger,1996-02-29,Engineer
220112,Masasuke,Castellani,1986-01-22,Senior Engineer
220119,Kauko,Basagni,1998-01-03,Senior Staff
220121,Mari,Cochrane,1987-09-16,Senior Staff
220143,Fei,Mungall,1987-11-25,Senior Engineer
220170,Aamer,McFarlan,1987-10-01,Senior Engineer
220184,Mahendra,Emiris,1986-07-24,Senior Staff
220195,Berhard,Brickell,1986-10-29,Senior Engineer
220203,Shigenori,Schueller,1985-11-24,Senior Staff
220208,Karlis,Sgarro,1986-09-18,Engineer
220210,Siamak,Mersereau,1997-01-03,Engineer
220211,Hironoby,Reinhart,1986-01-17,Senior Engineer
220216,Quingbo,Wendorf,1986-02-13,Staff
220222,Chikara,Verhoeff,1987-11-08,Engineer
220224,Tua,Zykh,1986-05-21,Senior Engineer
220234,Nobuyoshi,Viele,1988-10-04,Senior Staff
220237,Nalini,Renear,1987-03-30,Staff
220238,Luise,Stille,1991-09-04,Assistant Engineer
220258,Sajjad,Erez,1986-07-01,Senior Engineer
220271,Hideo,Motley,1997-09-15,Engineer
220276,Subhada,Kuzuoka,1987-12-19,Senior Engineer
220280,Marsal,Jervis,1988-12-03,Technique Leader
220312,Kristina,Karner,1988-05-23,Engineer
220316,Sanjoy,Backhouse,1990-07-21,Engineer
220320,Chiranjit,Gaughan,1985-09-04,Senior Engineer
220323,Tomoyuki,Hainaut,1985-11-15,Senior Staff
220331,Danai,Middleton,1985-07-30,Senior Staff
220334,Sakthirel,Cappello,1989-03-14,Senior Staff
220343,Siamak,Msuda,1993-04-03,Senior Staff
220352,Christoper,Magliocco,1992-11-21,Senior Staff
220358,Geraldo,Magliocco,1985-07-14,Staff
220359,Charmane,Peltason,1985-10-30,Senior Staff
220369,Sedat,Poupard,1992-03-12,Senior Staff
220374,Yurij,Ohori,1988-01-11,Engineer
220412,Odinaldo,Hutter,1986-05-22,Staff
220413,Jordanka,Akazan,1988-12-24,Engineer
220417,Lidong,Marrakchi,1986-07-27,Senior Engineer
220419,Adhemar,Seuren,1987-01-29,Senior Engineer
220425,Golgen,Mitchem,1985-06-02,Engineer
220428,Ult,Ranft,1996-12-23,Engineer
220431,Tomokazu,Dusink,1988-08-16,Engineer
220434,Moss,Linnainmaa,1996-12-03,Staff
220439,Rosella,Schurmann,1996-04-26,Senior Staff
220442,Shuzo,Improta,1992-03-08,Senior Staff
220512,Gretta,Basagni,1985-07-16,Senior Engineer
220526,Aram,Shiratori,1998-08-26,Staff
220549,Gal,Cusworth,1997-09-06,Senior Engineer
220555,Poornachandra,Luby,1988-02-13,Staff
220568,Xuejia,Talmon,1988-01-25,Engineer
220590,Zita,Luit,1991-04-03,Staff
220617,Turgut,Millington,1988-02-11,Staff
220619,Gor,Jahnichen,1988-12-04,Senior Engineer
220622,Tsuneo,Bernardinello,1985-08-30,Technique Leader
220624,Lakshmi,Marakhovsky,1996-04-20,Engineer
220641,Taegyun,Ozery,1986-04-07,Senior Staff
220642,Cathie,Srimani,1988-05-16,Staff
220650,Dines,Katzenelson,1987-12-23,Senior Staff
220657,Krisda,Sinitsyn,1986-06-23,Senior Staff
220667,Turgut,Lyonns,1999-11-17,Engineer
220671,Ult,Birta,1985-02-16,Senior Engineer
220672,Genta,Caine,1994-03-03,Senior Engineer
220674,Irene,Bruckman,1995-01-27,Technique Leader
220692,Monique,Remmele,1989-10-21,Senior Engineer
220702,Steen,Crabtree,1987-06-28,Senior Engineer
220718,KayLiang,Polajnar,1988-10-07,Senior Staff
220728,Sashi,Halevi,1986-10-18,Senior Engineer
220729,Shimshon,Kamber,1994-05-08,Staff
220756,Krister,Billingsley,1994-08-06,Engineer
220762,Pramod,Schreiter,1987-07-20,Technique Leader
220763,Chandrasekaran,Sherertz,1991-05-21,Senior Staff
220765,Ekawit,Merel,1999-12-05,Senior Engineer
220770,Jayson,Eiron,1992-05-24,Staff
220772,Ingmar,Ranka,1992-10-20,Staff
220785,Sugwoo,Redmiles,1985-10-28,Senior Engineer
220795,Cedric,Holburn,1985-12-23,Senior Staff
220804,Aral,Uludag,1987-05-16,Senior Engineer
220834,Leandro,Fujisaki,1987-02-17,Senior Engineer
220850,KayLiang,Lipner,1985-12-04,Engineer
220868,Christoph,Lovengreen,1995-02-02,Staff
220872,Soenke,Berztiss,1993-05-04,Technique Leader
220877,Baruch,Christ,1987-10-27,Assistant Engineer
220881,Subbu,Wissmann,1991-01-12,Senior Staff
220888,Sadok,Szilard,1992-05-06,Senior Staff
220896,Berna,Lalonde,1987-09-10,Senior Engineer
220897,Kwangjo,Serot,1985-06-20,Technique Leader
220901,Stevo,Zumaque,1990-06-09,Engineer
220903,Marlo,Domenig,1986-09-24,Staff
220904,Kwee,Boudaillier,1993-02-08,Technique Leader
220918,Kankanahalli,Melski,1987-09-05,Technique Leader
220925,Muneo,Piancastelli,1992-11-28,Staff
220926,Xiahua,Brobst,1994-02-16,Technique Leader
220932,Hinrich,Bisiani,1985-07-11,Engineer
220934,Jiafu,Rattan,1987-04-13,Staff
220955,Houman,Nicolson,1987-03-24,Technique Leader
220956,Dannz,Beerel,1986-02-19,Senior Staff
220981,Jinpo,Denti,1991-07-25,Senior Staff
220998,Eckart,Bael,1999-10-02,Staff
221004,Gro,Curless,1995-04-26,Engineer
221008,Shrikanth,Ramalingam,1987-08-19,Senior Engineer
221014,Arunachalam,Baca,1989-04-11,Senior Engineer
221027,Yongdong,Hofstetter,1988-04-13,Senior Engineer
221035,Troy,Facello,1985-11-27,Staff
221040,Susanta,Socorro,1988-08-06,Engineer
221047,Arch,Basawa,1986-06-24,Engineer
221052,Claudi,Godskesen,1988-03-10,Engineer
221060,Zhonghui,Zobel,1988-08-18,Engineer
221065,Ulises,Remmers,1987-02-25,Senior Staff
221075,Sajjad,Makrucki,1986-11-24,Senior Staff
221076,Richard,Prenel,1990-06-07,Technique Leader
221080,Tesuya,Rosaz,1986-01-28,Senior Engineer
221085,Chaosheng,Ramaiah,1992-07-14,Senior Engineer
221086,Baziley,Motley,1997-07-29,Senior Staff
221088,Danae,Kawashima,1985-08-07,Senior Engineer
221109,Arch,Pardalos,1991-05-08,Engineer
221118,Nimmagadda,Klyachko,1997-01-04,Senior Engineer
221127,Ziva,Morrin,1986-04-11,Engineer
221130,Tomofumi,Kornatzky,1986-07-10,Engineer
221139,Harngdar,Pietracaprina,1988-01-28,Staff
221142,Marin,Kambil,1999-05-04,Engineer
221161,Panayotis,Perng,1988-06-04,Technique Leader
221166,Jaana,Isaac,1987-05-07,Engineer
221167,Yishay,Meszaros,1985-12-23,Engineer
221172,DAIDA,Bugaenko,1998-10-30,Staff
221188,Masaki,Jansen,1987-05-03,Technique Leader
221199,Sandeepan,Danlos,1986-02-26,Senior Staff
221207,Jinxi,Bierman,1992-11-26,Technique Leader
221221,Billur,Sewelson,1987-09-14,Senior Engineer
221230,Yaghout,Curless,1997-02-08,Engineer
221235,Shen,Gimarc,1989-03-07,Staff
221240,Vitali,Plump,1986-11-03,Engineer
221262,Chenxi,Alpay,1992-04-06,Senior Engineer
221272,Duangkaew,Makinen,1993-11-07,Engineer
221274,Mingdong,Gargeya,1999-10-27,Senior Engineer
221276,Alassane,Weedman,1988-05-15,Senior Engineer
221286,Marl,Matzen,1987-11-06,Senior Engineer
221287,Chandrasekaran,Orsini,1997-10-29,Staff
221288,Lalit,Bridgland,1997-10-10,Engineer
221297,Thanasis,Unno,1988-04-06,Senior Staff
221302,Tomokazu,Lieblein,1991-12-06,Senior Engineer
221308,Shounak,Kroft,1985-05-02,Engineer
221324,Elgin,Trumbly,1997-02-19,Engineer
221337,Ramachenga,Jiang,1988-02-05,Senior Staff
221351,Odoardo,Chepyzhov,1994-03-17,Staff
221354,Van,Schaar,1992-07-23,Senior Engineer
221356,Pradeep,Hagimont,1995-05-01,Engineer
221361,Aron,Krichel,1998-11-08,Senior Engineer
221380,Chiranjit,Schneeberger,1987-07-18,Senior Engineer
221385,Nalini,Randi,1994-02-17,Staff
221388,Gao,Lund,1986-06-12,Senior Engineer
221396,Leandro,Caine,1995-06-30,Senior Staff
221398,Hiroyasu,Cochrane,1988-11-29,Engineer
221404,Constantino,Butner,1985-07-24,Senior Engineer
221417,Bezalel,Kisuki,1985-05-31,Senior Engineer
221427,Bouchung,Picht,1999-01-12,Staff
221453,Abdulla,Staylopatis,1987-06-10,Senior Engineer
221463,Ayakannu,Takkinen,1988-10-27,Engineer
221474,Hatsukazu,Berztiss,1986-11-28,Senior Engineer
221475,Wilmer,Engelmann,1994-06-22,Senior Engineer
221485,Nahum,Szmurlo,1987-11-17,Technique Leader
221487,Rutger,Kambil,1995-01-12,Engineer
221515,Weicheng,Hutter,1988-03-06,Senior Engineer
221528,Jixiang,Molenkamp,1985-06-29,Senior Engineer
221561,Shigeichiro,Plump,1993-12-12,Engineer
221571,Siddarth,Candan,1989-06-20,Senior Staff
221577,Gita,Capobianchi,1997-05-27,Senior Staff
221583,Atreyi,Heusch,1988-01-15,Technique Leader
221592,Gift,Adachi,1988-02-12,Staff
221594,Niteen,Strooper,1985-07-01,Engineer
221599,Juyoung,Serot,1985-03-19,Staff
221600,Weiwu,Yemenis,1987-08-04,Assistant Engineer
221609,Naftaly,Champarnaud,1985-12-17,Engineer
221631,Fusako,Ponthieu,1985-12-23,Senior Staff
221634,Tze,Anido,1986-02-25,Senior Staff
221644,Jeong,Peyn,1992-10-03,Assistant Engineer
221645,Pradeep,Rabehasaina,1999-11-25,Engineer
221649,Uinam,Fiebach,1991-08-07,Senior Staff
221659,Hailing,Montemayor,1999-08-03,Staff
221663,Parto,Pileggi,1985-05-06,Senior Staff
221683,Gritta,Osgood,1991-06-25,Engineer
221688,Cedric,Gecsel,1987-12-24,Staff
221691,Udi,Munke,1995-01-15,Senior Engineer
221708,Zijian,Selenyi,1992-05-10,Senior Engineer
221709,Edwin,Parascandalo,1988-09-17,Senior Staff
221715,Rayond,Noriega,1988-01-27,Senior Staff
221736,Yolla,Warwick,1987-07-12,Engineer
221748,Miomir,Denos,1988-12-23,Senior Engineer
221755,Luerbio,Sudbeck,1985-08-11,Senior Staff
221758,Sivanarayana,Coullard,1989-07-01,Senior Staff
221759,Jingling,Luders,1995-04-26,Senior Engineer
221760,Marko,Ellozy,1997-08-04,Staff
221766,Tzvetan,Karunanithi,1988-10-18,Engineer
221770,Jayesh,Winter,1996-12-13,Senior Staff
221772,Ronghao,Kaiserswerth,1989-10-28,Senior Engineer
221777,Eben,Kavraki,1985-06-16,Senior Engineer
221794,Nevin,Talmon,1986-12-30,Senior Staff
221799,Tran,Lorys,1986-08-22,Senior Engineer
221800,Youpyo,Schaad,1987-01-08,Engineer
221801,Kristinn,Rahimi,1985-08-12,Engineer
221805,Yucai,Luders,1985-10-12,Staff
221814,Sukumar,Leppanen,1997-06-23,Staff
221824,Parviz,Orsini,1990-10-12,Staff
221829,Nectarios,Smeets,1990-08-21,Senior Engineer
221850,Mitsuyuki,Ritzmann,1993-03-25,Assistant Engineer
221863,Radhia,Schlegelmilch,1987-04-07,Senior Staff
221878,Phillip,Albarhamtoshy,1990-02-04,Engineer
221881,Subhash,Cyne,1985-04-22,Senior Staff
221882,Sahrah,Aloia,1987-02-20,Staff
221888,Nathalie,Frolund,1995-02-14,Senior Engineer
221894,Ohad,Birjandi,1987-01-13,Staff
221904,Sastry,Feldhoffer,1997-05-01,Staff
221908,Wayne,Vieri,1994-07-05,Engineer
221916,Kristine,Theuretzbacher,1990-08-01,Engineer
221927,Teunis,Usdin,1986-04-15,Senior Engineer
221946,Kazuhira,Foote,1989-03-11,Senior Engineer
221959,Krassimir,Lueh,1991-05-04,Senior Engineer
221984,Manibrata,Assaf,1987-01-05,Senior Engineer
221989,Jiakeng,Terekhov,1998-02-06,Engineer
221990,Adel,Hiyoshi,1990-12-30,Senior Engineer
222008,Shuji,Lamba,1995-10-18,Staff
222013,Remko,Ohori,1996-02-13,Senior Staff
222019,Kristian,Edelhoff,1987-08-31,Staff
222022,Dung,Mayerwieser,1988-11-18,Staff
222036,Serenella,Thiria,1988-02-20,Senior Staff
222046,Nahla,Driscoll,1987-03-06,Senior Engineer
222048,Gen,Sidhu,1985-08-13,Engineer
222067,Gift,Gaughan,1997-07-24,Engineer
222076,Richard,Zwicker,1987-03-18,Senior Staff
222077,Gor,Kilgour,1987-07-10,Senior Staff
222079,Bojan,Streng,1988-10-29,Senior Engineer
222085,Peternela,Staelin,1986-02-16,Senior Engineer
222104,Alois,Liesche,1987-12-10,Staff
222105,Qingxiang,Koblick,1985-07-05,Staff
222109,Souichi,Fargier,1999-10-31,Engineer
222110,Maria,Warwick,1986-08-07,Senior Engineer
222111,Kazuhide,Honiden,1986-05-11,Staff
222113,Lobel,Gilg,1986-05-12,Senior Staff
222122,Weidon,Henseler,1988-03-31,Engineer
222125,Elvia,Oehlmann,1987-07-02,Senior Engineer
222145,Zhiwei,Huttel,1990-01-05,Senior Staff
222147,Hitomi,Bernatsky,1986-11-18,Senior Staff
222155,Kellie,Delgrande,1992-12-01,Engineer
222159,Hatem,Mattern,1986-09-02,Senior Engineer
222173,Feiyu,Esteva,1988-11-22,Senior Engineer
222180,Maia,Feinberg,1988-11-18,Staff
222192,Wuxu,Esteva,1995-06-08,Technique Leader
222196,Takahito,Yurek,1985-03-13,Senior Staff
222205,Ayonca,Validov,1990-05-10,Senior Staff
222213,Salvador,Wielonsky,1990-02-14,Senior Engineer
222239,Zhiguo,Kilgour,1998-10-13,Engineer
222242,Michaela,Baer,1990-01-16,Senior Staff
222244,Basant,Petereit,1987-02-09,Engineer
222251,Jagoda,Leivant,1988-06-21,Senior Engineer
222268,Guadalupe,Hedayat,1999-08-14,Senior Engineer
222279,Syozo,Peroz,1986-11-24,Senior Engineer
222281,Nikolaus,DuBourdieux,1999-04-19,Staff
222295,Maha,Ermel,1995-08-10,Engineer
222314,Mingzeng,Rothenberg,1985-03-21,Engineer
222326,DeForest,Heyers,1987-11-09,Senior Engineer
222330,Gor,Bellone,1986-02-01,Staff
222339,Junichi,Grabner,1985-05-05,Engineer
222341,Arie,Birge,1988-10-07,Senior Engineer
222346,Muneo,Gadepally,1987-10-02,Technique Leader
222358,Vishv,Pramanik,1987-04-04,Senior Staff
222359,Kristen,Murtafg,1999-10-17,Engineer
222364,Shao,Benzmuller,1985-02-28,Senior Engineer
222369,Mingsen,Mellouli,1985-12-26,Senior Staff
222371,Tsutomu,Brender,1986-10-10,Engineer
222375,Somnath,Rajcani,1986-09-19,Engineer
222392,Gunilla,Pardalos,1989-07-29,Senior Engineer
222403,Djenana,Lyonns,1990-09-20,Senior Staff
222404,Fusako,Kilgour,1986-09-19,Senior Staff
222410,Jianhao,Erie,1996-03-26,Senior Engineer
222427,Roselyn,Schaft,1998-12-31,Staff
222430,Guoxiang,Dolinsky,1990-07-29,Senior Engineer
222433,Munehiro,Serna,1989-02-02,Engineer
222437,Miquel,Zongker,1987-09-29,Staff
222438,Nishit,Sridhar,1994-06-01,Staff
222439,Arve,Kirkerud,1987-09-19,Technique Leader
222446,Yonghong,Gente,1993-04-12,Assistant Engineer
222456,Wilmer,Peek,1998-09-19,Technique Leader
222470,Jaques,Velardi,1990-06-04,Senior Engineer
222475,Xinyu,Petereit,1987-09-29,Senior Engineer
222496,Shao,Etalle,1986-12-17,Staff
222506,Xudong,Alpay,1986-09-28,Senior Engineer
222510,Honglan,Speckmann,1985-11-02,Engineer
222512,Fumitake,Murtafg,1998-11-09,Staff
222515,Miquel,Anger,1988-10-08,Senior Staff
222536,Feipei,Merel,1986-07-14,Staff
222538,Cullen,Carrere,1986-06-04,Senior Engineer
222550,Sadok,Wroclawski,1985-04-18,Senior Engineer
222552,Shaowei,Deyuan,1985-02-24,Senior Engineer
222558,Hinrich,Ducloy,1987-06-24,Senior Engineer
222559,Arvind,Mitina,1991-07-09,Senior Staff
222567,Katsuyuki,Bultermann,1991-07-31,Senior Engineer
222577,Parviz,Gniady,1991-11-26,Engineer
222587,Kiyokazu,Chiola,1986-01-04,Senior Staff
222595,Becky,Kavvadias,1991-05-08,Senior Engineer
222598,Lokesh,Bade,1999-12-07,Staff
222602,Amstein,Randi,1988-08-02,Senior Engineer
222621,Xudong,Melter,1993-05-11,Senior Staff
222624,Kenton,Birdsall,1986-01-12,Staff
222627,Candido,Dulay,1987-07-04,Senior Engineer
222643,Shounak,Landherr,1997-03-12,Engineer
222653,Zissis,Schahn,1992-07-27,Engineer
222660,Moriyoshi,Swiss,1985-03-26,Senior Staff
222667,Shigenori,Mattern,1988-04-23,Staff
222674,Turgut,Kitsuregawa,1985-06-21,Senior Engineer
222685,Anneli,Lagarias,1987-07-06,Senior Engineer
222690,Takahiro,Boreale,1987-10-26,Engineer
222702,Dmitry,Barbanera,1985-02-10,Senior Engineer
222709,Teruyuki,Wossner,1999-01-20,Staff
222720,Dayanand,Montresor,1998-12-30,Senior Engineer
222726,Kristina,Steenbeek,1989-07-19,Engineer
222736,Nevin,Sevcikova,1987-11-13,Senior Engineer
222738,Arne,Bauknecht,1992-07-19,Senior Engineer
222744,Theirry,Nitsch,1985-08-02,Staff
222764,Kristina,Francisci,1987-03-14,Staff
222768,Shimshon,Beetstra,1987-04-17,Engineer
222802,Emdad,Siksek,1988-08-31,Engineer
222832,Gopalakrishnan,Kalorkoti,1989-09-02,Engineer
222836,Ishfaq,Aloia,1988-08-11,Senior Staff
222843,Morris,Schnabel,1991-05-09,Senior Staff
222899,Yoshimitsu,Peres,1985-02-05,Senior Engineer
222915,Teiji,McFarlan,1987-10-27,Senior Staff
222922,Mingzeng,Mungall,1998-07-20,Staff
222925,Shrikanth,Karunanithi,1992-10-07,Staff
222929,Shigehiro,Murtha,1987-02-03,Senior Staff
222935,Aiichiro,Chiola,1988-10-23,Senior Engineer
222954,Persi,Pleszkun,1994-03-03,Senior Staff
222960,Jaroslava,Garnick,1991-01-16,Engineer
222964,Shugo,Pappas,1996-11-06,Engineer
222979,Subhankar,Markovitch,1985-08-02,Technique Leader
222994,Valeska,Munawer,1996-12-12,Senior Engineer
223009,Xinan,Codenie,1991-09-01,Assistant Engineer
223016,Gro,Chaudhuri,1986-05-03,Senior Engineer
223032,Alselm,Rodite,1985-03-30,Senior Engineer
223078,Georg,Vieri,1999-11-21,Staff
223079,Radhakrishnan,Trelles,1986-07-20,Senior Engineer
223081,Nalini,Rusterholz,1988-10-22,Senior Engineer
223091,Xinglin,Babb,1992-07-31,Technique Leader
223100,Mayumi,Speel,1999-11-28,Staff
223103,Zeljko,Picaronny,1986-10-08,Senior Engineer
223108,Jouko,Rodier,1987-11-28,Senior Engineer
223130,Rafols,Hockney,1988-04-24,Senior Engineer
223137,Khedija,Coorg,1995-05-05,Senior Engineer
223140,Horward,Vadhan,1996-04-19,Engineer
223152,Kshitij,Conry,1996-10-17,Engineer
223196,Paloma,Sidhu,1987-03-01,Engineer
223198,Seshu,Pusterhofer,1987-05-22,Engineer
223222,Chinya,Krzyzanowski,1987-04-22,Technique Leader
223266,Selwyn,Terlouw,1991-09-03,Staff
223284,Sedat,Streng,1988-08-18,Staff
223292,Kasidit,Savasere,1989-05-27,Senior Staff
223299,Doowon,Bressoud,1986-09-19,Senior Staff
223305,Manohar,Deville,1988-11-02,Senior Engineer
223310,Jolita,Erdi,1992-06-28,Staff
223314,Tamiya,Rahier,1997-03-25,Senior Staff
223319,Ronnie,Terlouw,1985-06-05,Engineer
223327,Teunis,Peron,1985-12-05,Senior Staff
223344,Perla,Eiter,1988-07-27,Staff
223352,Jeanna,Milicic,1986-10-22,Senior Engineer
223355,Hauke,Marletta,1998-03-14,Staff
223379,Nahum,Dehkordi,1997-09-01,Staff
223381,Masadi,Schnelling,1985-03-15,Engineer
223382,Zito,Beilner,1996-09-22,Engineer
223384,Rimon,Khalil,1999-04-05,Engineer
223385,Ziya,Chinen,1989-08-23,Engineer
223387,Duke,Curless,1989-03-28,Senior Staff
223389,Shuho,Adachi,1994-08-29,Senior Staff
223390,Rasiah,Falck,1985-02-15,Senior Engineer
223397,Jamaludin,Morris,1986-02-25,Engineer
223398,Geoff,Denos,1985-08-23,Engineer
223399,Aamer,Radivojevic,1999-11-07,Engineer
223406,Gift,Yoshimura,1987-03-31,Senior Engineer
223407,Susuma,Rande,1997-10-17,Senior Staff
223413,Jingling,Gist,1985-04-15,Assistant Engineer
223418,Moni,Markovitch,1988-02-24,Staff
223423,Supot,Rullman,1997-02-09,Staff
223425,Billur,Weedon,1996-07-14,Staff
223431,Weicheng,Billingsley,1992-08-30,Senior Staff
223443,JoAnna,Birke,1986-04-22,Senior Engineer
223450,Teunis,Albarhamtoshy,1992-09-11,Senior Engineer
223456,Stabislas,Stassinopoulos,1994-06-12,Senior Engineer
223461,Manibrata,Kusalik,1986-11-10,Staff
223476,Carrsten,Avouris,1986-03-11,Staff
223483,Nahla,Danley,1988-09-20,Staff
223486,Mang,England,1989-01-04,Staff
223491,Diederik,Snyers,1985-05-13,Engineer
223493,Maja,Frolund,1989-08-30,Senior Engineer
223501,Gennady,Cappelletti,1999-04-21,Senior Staff
223509,Haldon,Osgood,1987-10-28,Senior Engineer
223525,Toong,Kropf,1985-07-27,Senior Staff
223526,Tommaso,Anily,1989-02-11,Senior Engineer
223539,Samphel,Kamber,1987-11-20,Senior Engineer
223543,Basil,Peres,1994-07-08,Senior Engineer
223547,Gaetan,Heijenga,1985-03-13,Senior Engineer
223550,Seongbae,McFarlan,1985-07-26,Senior Staff
223555,Ortrun,Verhaegen,1994-05-10,Senior Staff
223557,Nishit,Polajnar,1985-09-22,Staff
223559,Claude,Bresenham,1988-05-09,Senior Staff
223565,Ymte,Waleschkowski,1988-05-24,Senior Engineer
223581,Luise,Skrikant,1993-02-25,Senior Staff
223594,Janalee,Acton,1998-03-08,Senior Engineer
223619,Uwe,Orlowski,1986-03-07,Senior Staff
223620,Kazuyasu,Marshall,1992-04-16,Senior Engineer
223645,Tomokazu,Shumilov,1999-12-30,Senior Staff
223652,Amalendu,Vidya,1988-05-05,Senior Engineer
223656,Eishiro,Oskamp,1988-01-01,Senior Staff
223657,Kazuhide,Luca,1988-10-06,Technique Leader
223672,Ibibia,Deville,1987-02-04,Staff
223703,Kokou,Bottner,1985-03-04,Staff
223711,Moti,Peroz,1987-05-09,Engineer
223729,Nahla,Mitchem,1986-10-22,Senior Engineer
223731,Tsutomu,Restivo,1987-12-24,Senior Engineer
223732,Bowen,Perng,1988-03-13,Senior Staff
223742,Arlette,Salvesen,1998-12-17,Technique Leader
223745,Jenwei,Jeansoulin,1987-10-03,Senior Staff
223750,Shaibal,Dayana,1989-06-08,Staff
223768,Mani,Stifter,1990-08-02,Staff
223779,Jianhao,Ghalwash,1995-05-20,Staff
223788,Jinya,Olivero,1991-03-07,Engineer
223790,Aron,Rubsam,1988-12-31,Staff
223827,Bernice,Driscoll,1986-11-28,Technique Leader
223830,Huican,Biros,1986-05-24,Engineer
223850,Mamdouh,Rossi,1995-03-13,Engineer
223856,Anestis,Vidya,1988-06-04,Engineer
223869,Udaiprakash,Woycyznski,1994-02-28,Senior Engineer
223870,Youssef,Kobara,1997-03-19,Engineer
223872,Supot,Penttonen,1991-12-31,Senior Staff
223888,Gino,Stentiford,1996-10-19,Senior Staff
223910,Sverrir,Peltason,1988-02-12,Senior Staff
223927,Bernice,Furudate,1986-05-07,Engineer
223934,Lihong,Yurek,1988-09-08,Engineer
223937,Heekeun,Schoegge,1999-10-16,Senior Engineer
223942,Elgin,Plessier,1989-05-27,Senior Engineer
223970,Marjo,Jansen,1985-06-10,Engineer
223971,Mikhail,Bisiani,1999-07-21,Engineer
223972,Phillip,Peng,1988-10-18,Staff
223975,Yongmin,Kusakabe,1989-04-30,Engineer
223981,Christoph,Cheshire,1986-02-23,Senior Staff
223987,Wayne,Lorch,1986-06-26,Senior Engineer
223995,Hyuckchul,Beilner,2000-01-12,Engineer
224002,Gaurav,Barinka,1987-11-14,Engineer
224004,Sastry,Ballarin,1987-07-24,Engineer
224006,Mohamadou,Monarch,1986-09-11,Senior Staff
224014,Perry,Beetstra,1987-03-23,Engineer
224030,Atreyi,Sommen,1988-02-23,Senior Staff
224035,Inderjeet,Picaronny,1995-11-03,Staff
224044,Ingemar,Mitchem,1985-10-27,Senior Engineer
224051,Mark,Syrzycki,1987-09-24,Senior Engineer
224067,Lene,Ruther,1987-01-14,Staff
224070,Chrisa,Krzyzanowski,1987-04-05,Staff
224085,Uri,Klerer,1990-07-30,Engineer
224102,Lokesh,Hoogerwoord,1994-03-08,Staff
224111,Naftali,Dulay,1988-05-08,Senior Engineer
224117,Weiru,Khasidashvili,1993-01-05,Staff
224119,Morrie,Terwilliger,1989-09-11,Senior Staff
224139,Sachem,Heuter,1987-04-05,Engineer
224141,Pranjal,Chenoweth,1987-12-16,Senior Engineer
224142,Zhiguo,McClure,1993-10-08,Senior Engineer
224162,Munenori,Olano,1987-07-16,Senior Staff
224166,Mary,Baaz,1995-06-11,Engineer
224171,Chaitali,Ramamoorthy,1987-05-26,Senior Staff
224180,Goncalo,Hartvigsen,1988-08-23,Senior Staff
224181,Sadun,Zongker,1985-08-15,Senior Engineer
224197,Murthy,Neiman,1989-03-08,Senior Staff
224206,Bilhanan,Ciolek,1994-06-17,Senior Staff
224207,Youssef,Khalil,1987-10-01,Technique Leader
224211,Amstein,Schreiter,1985-08-05,Senior Engineer
224214,Alassane,Mateescu,1987-12-03,Assistant Engineer
224219,Murthy,Knightly,1995-07-06,Engineer
224222,Sumant,Thorensen,1994-07-12,Senior Staff
224234,Maha,Slobodova,1986-09-30,Senior Engineer
224251,Kensei,Juneja,1987-05-22,Technique Leader
224253,Conal,Monkewich,1987-05-09,Senior Staff
224255,Hatem,Pews,1996-02-22,Staff
224264,Weiwu,Lorch,1987-03-06,Senior Engineer
224269,Makato,Kornatzky,1987-12-15,Senior Staff
224288,Kazunori,Meriste,1986-01-01,Engineer
224291,Christophe,Rosca,1988-09-29,Engineer
224294,Shmuel,Tyugu,1986-10-02,Senior Staff
224309,Valeri,Shackell,1985-02-20,Senior Engineer
224317,Felicidad,Broomell,1988-12-28,Staff
224319,Mona,Middleton,1992-07-13,Staff
224321,Shooichi,Ritcey,1986-07-29,Senior Engineer
224356,Giri,Tischendorf,1987-05-09,Senior Staff
224368,Aksel,Ventosa,1985-07-06,Senior Staff
224375,Zhilian,Bain,1987-03-04,Senior Staff
224378,Selwyn,Gips,1988-02-28,Senior Engineer
224387,Sajjan,Emiris,1993-08-23,Engineer
224398,Duangkaew,Perly,1987-03-11,Senior Engineer
224410,Mara,Polajnar,1988-08-17,Engineer
224456,Kwok,Stasinski,1996-07-07,Senior Staff
224460,Danai,Dayana,1992-06-24,Senior Engineer
224467,Gad,Miyakawa,1985-04-29,Engineer
224472,Marla,Birta,1996-01-20,Assistant Engineer
224497,Yechiam,Range,1999-04-11,Engineer
224498,Mary,Khalil,1986-05-13,Senior Staff
224505,Shuji,Stanger,1986-11-25,Staff
224511,Elzbieta,Einsfeld,1986-01-10,Engineer
224526,Haldun,Uehara,1988-01-09,Senior Staff
224553,Dung,Ibel,1988-12-12,Engineer
224582,Xudong,Ruemmler,1999-02-20,Engineer
